fecha_resultado,pais,iso3c,departamento,n,n_acum
2020-05-12,Peru,PER,MOQUEGUA,2,241
2020-05-13,Peru,PER,MOQUEGUA,12,253
2020-05-14,Peru,PER,MOQUEGUA,9,262
2020-05-15,Peru,PER,MOQUEGUA,1,263
2020-05-16,Peru,PER,MOQUEGUA,13,276
2020-05-17,Peru,PER,MOQUEGUA,1,277
2020-05-18,Peru,PER,MOQUEGUA,11,288
2020-05-19,Peru,PER,MOQUEGUA,45,333
2020-05-20,Peru,PER,MOQUEGUA,64,397
2020-05-21,Peru,PER,MOQUEGUA,49,446
2020-05-22,Peru,PER,MOQUEGUA,60,506
2020-05-23,Peru,PER,MOQUEGUA,35,541
2020-05-24,Peru,PER,MOQUEGUA,18,559
2020-05-25,Peru,PER,MOQUEGUA,32,591
2020-05-26,Peru,PER,MOQUEGUA,27,618
2020-05-27,Peru,PER,MOQUEGUA,39,657
2020-05-28,Peru,PER,MOQUEGUA,17,674
2020-05-29,Peru,PER,MOQUEGUA,16,690
2020-05-30,Peru,PER,MOQUEGUA,11,701
2020-05-31,Peru,PER,MOQUEGUA,1,702
2020-06-01,Peru,PER,MOQUEGUA,8,710
2020-06-02,Peru,PER,MOQUEGUA,10,720
2020-06-03,Peru,PER,MOQUEGUA,14,734
2020-06-04,Peru,PER,MOQUEGUA,22,756
2020-06-05,Peru,PER,MOQUEGUA,5,761
2020-06-06,Peru,PER,MOQUEGUA,2,763
2020-06-07,Peru,PER,MOQUEGUA,2,765
2020-06-08,Peru,PER,MOQUEGUA,7,772
2020-06-09,Peru,PER,MOQUEGUA,4,776
2020-06-10,Peru,PER,MOQUEGUA,5,781
2020-06-11,Peru,PER,MOQUEGUA,10,791
2020-06-12,Peru,PER,MOQUEGUA,9,800
2020-06-13,Peru,PER,MOQUEGUA,13,813
2020-06-14,Peru,PER,MOQUEGUA,3,816
2020-06-15,Peru,PER,MOQUEGUA,14,830
2020-06-16,Peru,PER,MOQUEGUA,4,834
2020-06-17,Peru,PER,MOQUEGUA,2,836
2020-06-18,Peru,PER,MOQUEGUA,5,841
2020-06-19,Peru,PER,MOQUEGUA,7,848
2020-06-20,Peru,PER,MOQUEGUA,11,859
2020-06-21,Peru,PER,MOQUEGUA,4,863
2020-06-22,Peru,PER,MOQUEGUA,4,867
2020-06-23,Peru,PER,MOQUEGUA,11,878
2020-06-24,Peru,PER,MOQUEGUA,22,900
2020-06-25,Peru,PER,MOQUEGUA,12,912
2020-06-26,Peru,PER,MOQUEGUA,15,927
2020-06-27,Peru,PER,MOQUEGUA,12,939
2020-06-28,Peru,PER,MOQUEGUA,6,945
2020-06-29,Peru,PER,MOQUEGUA,6,951
2020-06-30,Peru,PER,MOQUEGUA,53,1004
2020-07-01,Peru,PER,MOQUEGUA,35,1039
2020-07-02,Peru,PER,MOQUEGUA,21,1060
2020-07-03,Peru,PER,MOQUEGUA,38,1098
2020-07-04,Peru,PER,MOQUEGUA,52,1150
2020-07-05,Peru,PER,MOQUEGUA,10,1160
2020-07-06,Peru,PER,MOQUEGUA,39,1199
2020-07-07,Peru,PER,MOQUEGUA,40,1239
2020-07-08,Peru,PER,MOQUEGUA,33,1272
2020-07-09,Peru,PER,MOQUEGUA,24,1296
2020-07-10,Peru,PER,MOQUEGUA,79,1375
2020-07-11,Peru,PER,MOQUEGUA,57,1432
2020-07-12,Peru,PER,MOQUEGUA,25,1457
2020-07-13,Peru,PER,MOQUEGUA,21,1478
2020-07-14,Peru,PER,MOQUEGUA,91,1569
2020-07-15,Peru,PER,MOQUEGUA,49,1618
2020-07-16,Peru,PER,MOQUEGUA,86,1704
2020-07-17,Peru,PER,MOQUEGUA,123,1827
2020-07-18,Peru,PER,MOQUEGUA,76,1903
2020-07-19,Peru,PER,MOQUEGUA,57,1960
2020-07-20,Peru,PER,MOQUEGUA,52,2012
2020-07-21,Peru,PER,MOQUEGUA,120,2132
2020-07-22,Peru,PER,MOQUEGUA,128,2260
2020-07-23,Peru,PER,MOQUEGUA,86,2346
2020-07-24,Peru,PER,MOQUEGUA,88,2434
2020-07-25,Peru,PER,MOQUEGUA,130,2564
2020-07-26,Peru,PER,MOQUEGUA,25,2589
2020-07-27,Peru,PER,MOQUEGUA,144,2733
2020-07-28,Peru,PER,MOQUEGUA,57,2790
2020-07-29,Peru,PER,MOQUEGUA,91,2881
2020-07-30,Peru,PER,MOQUEGUA,203,3084
2020-07-31,Peru,PER,MOQUEGUA,129,3213
2020-08-01,Peru,PER,MOQUEGUA,98,3311
2020-08-02,Peru,PER,MOQUEGUA,49,3360
2020-08-03,Peru,PER,MOQUEGUA,180,3540
2020-08-04,Peru,PER,MOQUEGUA,235,3775
2020-08-05,Peru,PER,MOQUEGUA,250,4025
2020-08-06,Peru,PER,MOQUEGUA,352,4377
2020-08-07,Peru,PER,MOQUEGUA,306,4683
2020-08-08,Peru,PER,MOQUEGUA,88,4771
2020-08-09,Peru,PER,MOQUEGUA,63,4834
2020-08-10,Peru,PER,MOQUEGUA,199,5033
2020-08-11,Peru,PER,MOQUEGUA,514,5547
2020-08-12,Peru,PER,MOQUEGUA,192,5739
2020-08-13,Peru,PER,MOQUEGUA,273,6012
2020-08-14,Peru,PER,MOQUEGUA,245,6257
2020-08-15,Peru,PER,MOQUEGUA,264,6521
2020-08-16,Peru,PER,MOQUEGUA,56,6577
2020-08-17,Peru,PER,MOQUEGUA,299,6876
2020-08-18,Peru,PER,MOQUEGUA,175,7051
2020-08-19,Peru,PER,MOQUEGUA,331,7382
2020-08-20,Peru,PER,MOQUEGUA,213,7595
2020-08-21,Peru,PER,MOQUEGUA,179,7774
2020-08-22,Peru,PER,MOQUEGUA,76,7850
2020-08-23,Peru,PER,MOQUEGUA,75,7925
2020-08-24,Peru,PER,MOQUEGUA,197,8122
2020-08-25,Peru,PER,MOQUEGUA,236,8358
2020-08-26,Peru,PER,MOQUEGUA,74,8432
2020-03-26,Peru,PER,PASCO,1,1
2020-03-27,Peru,PER,PASCO,1,1
2020-03-28,Peru,PER,PASCO,1,1
2020-03-29,Peru,PER,PASCO,1,1
2020-03-30,Peru,PER,PASCO,1,1
2020-03-31,Peru,PER,PASCO,1,1
2020-04-01,Peru,PER,PASCO,1,1
2020-04-02,Peru,PER,PASCO,1,1
2020-04-03,Peru,PER,PASCO,1,2
2020-04-04,Peru,PER,PASCO,1,3
2020-04-05,Peru,PER,PASCO,2,5
2020-04-06,Peru,PER,PASCO,2,5
2020-04-07,Peru,PER,PASCO,2,5
2020-04-08,Peru,PER,PASCO,2,5
2020-04-09,Peru,PER,PASCO,5,10
2020-04-10,Peru,PER,PASCO,1,11
2020-04-11,Peru,PER,PASCO,2,13
2020-04-12,Peru,PER,PASCO,2,13
2020-04-13,Peru,PER,PASCO,2,13
2020-04-14,Peru,PER,PASCO,2,15
2020-04-15,Peru,PER,PASCO,3,18
2020-04-16,Peru,PER,PASCO,3,21
2020-04-17,Peru,PER,PASCO,3,24
2020-04-18,Peru,PER,PASCO,16,40
2020-04-19,Peru,PER,PASCO,2,42
2020-04-20,Peru,PER,PASCO,13,55
2020-04-21,Peru,PER,PASCO,12,67
2020-04-22,Peru,PER,PASCO,9,76
2020-04-23,Peru,PER,PASCO,12,88
2020-04-24,Peru,PER,PASCO,10,98
2020-04-25,Peru,PER,PASCO,16,114
2020-04-26,Peru,PER,PASCO,6,120
2020-04-27,Peru,PER,PASCO,15,135
2020-04-28,Peru,PER,PASCO,9,144
2020-04-29,Peru,PER,PASCO,14,158
2020-04-30,Peru,PER,PASCO,3,161
2020-05-01,Peru,PER,PASCO,7,168
2020-05-02,Peru,PER,PASCO,11,179
2020-05-03,Peru,PER,PASCO,5,184
2020-05-04,Peru,PER,PASCO,31,215
2020-05-05,Peru,PER,PASCO,11,226
2020-05-06,Peru,PER,PASCO,10,236
2020-05-07,Peru,PER,PASCO,7,243
2020-05-08,Peru,PER,PASCO,3,246
2020-05-09,Peru,PER,PASCO,8,254
2020-05-10,Peru,PER,PASCO,2,256
2020-05-11,Peru,PER,PASCO,3,259
2020-05-12,Peru,PER,PASCO,12,271
2020-05-13,Peru,PER,PASCO,10,281
2020-05-14,Peru,PER,PASCO,16,297
2020-05-15,Peru,PER,PASCO,10,307
2020-05-16,Peru,PER,PASCO,20,327
2020-05-17,Peru,PER,PASCO,8,335
2020-05-18,Peru,PER,PASCO,10,345
2020-05-19,Peru,PER,PASCO,22,367
2020-05-20,Peru,PER,PASCO,25,392
2020-05-21,Peru,PER,PASCO,33,425
2020-05-22,Peru,PER,PASCO,52,477
2020-05-23,Peru,PER,PASCO,45,522
2020-05-24,Peru,PER,PASCO,25,547
2020-05-25,Peru,PER,PASCO,20,567
2020-05-26,Peru,PER,PASCO,20,587
2020-05-27,Peru,PER,PASCO,26,613
2020-05-28,Peru,PER,PASCO,22,635
2020-05-29,Peru,PER,PASCO,4,639
2020-05-30,Peru,PER,PASCO,12,651
2020-05-31,Peru,PER,PASCO,3,654
2020-06-01,Peru,PER,PASCO,33,687
2020-06-02,Peru,PER,PASCO,9,696
2020-06-03,Peru,PER,PASCO,33,729
2020-06-04,Peru,PER,PASCO,29,758
2020-06-05,Peru,PER,PASCO,13,771
2020-06-06,Peru,PER,PASCO,8,779
2020-06-07,Peru,PER,PASCO,11,790
2020-06-08,Peru,PER,PASCO,21,811
2020-06-09,Peru,PER,PASCO,27,838
2020-06-10,Peru,PER,PASCO,28,866
2020-06-11,Peru,PER,PASCO,18,884
2020-06-12,Peru,PER,PASCO,12,896
2020-06-13,Peru,PER,PASCO,35,931
2020-06-14,Peru,PER,PASCO,13,944
2020-06-15,Peru,PER,PASCO,24,968
2020-06-16,Peru,PER,PASCO,6,974
2020-06-17,Peru,PER,PASCO,4,978
2020-06-18,Peru,PER,PASCO,14,992
2020-06-19,Peru,PER,PASCO,18,1010
2020-06-20,Peru,PER,PASCO,10,1020
2020-06-21,Peru,PER,PASCO,1,1021
2020-06-22,Peru,PER,PASCO,7,1028
2020-06-23,Peru,PER,PASCO,13,1041
2020-06-24,Peru,PER,PASCO,11,1052
2020-06-25,Peru,PER,PASCO,13,1065
2020-06-26,Peru,PER,PASCO,17,1082
2020-06-27,Peru,PER,PASCO,15,1097
2020-06-28,Peru,PER,PASCO,8,1105
2020-06-29,Peru,PER,PASCO,15,1120
2020-06-30,Peru,PER,PASCO,13,1133
2020-07-01,Peru,PER,PASCO,13,1146
2020-07-02,Peru,PER,PASCO,22,1168
2020-07-03,Peru,PER,PASCO,6,1174
2020-07-04,Peru,PER,PASCO,19,1193
2020-07-05,Peru,PER,PASCO,11,1204
2020-07-06,Peru,PER,PASCO,24,1228
2020-07-07,Peru,PER,PASCO,22,1250
2020-07-08,Peru,PER,PASCO,27,1277
2020-07-09,Peru,PER,PASCO,9,1286
2020-07-10,Peru,PER,PASCO,72,1358
2020-07-11,Peru,PER,PASCO,34,1392
2020-07-12,Peru,PER,PASCO,20,1412
2020-07-13,Peru,PER,PASCO,27,1439
2020-07-14,Peru,PER,PASCO,16,1455
2020-07-15,Peru,PER,PASCO,15,1470
2020-07-16,Peru,PER,PASCO,14,1484
2020-07-17,Peru,PER,PASCO,19,1503
2020-07-18,Peru,PER,PASCO,34,1537
2020-07-19,Peru,PER,PASCO,12,1549
2020-07-20,Peru,PER,PASCO,18,1567
2020-07-21,Peru,PER,PASCO,28,1595
2020-07-22,Peru,PER,PASCO,31,1626
2020-07-23,Peru,PER,PASCO,31,1657
2020-07-24,Peru,PER,PASCO,33,1690
2020-07-25,Peru,PER,PASCO,49,1739
2020-07-26,Peru,PER,PASCO,31,1770
2020-07-27,Peru,PER,PASCO,57,1827
2020-07-28,Peru,PER,PASCO,23,1850
2020-07-29,Peru,PER,PASCO,58,1908
2020-07-30,Peru,PER,PASCO,68,1976
2020-07-31,Peru,PER,PASCO,57,2033
2020-08-01,Peru,PER,PASCO,36,2069
2020-08-02,Peru,PER,PASCO,94,2163
2020-08-03,Peru,PER,PASCO,64,2227
2020-08-04,Peru,PER,PASCO,111,2338
2020-08-05,Peru,PER,PASCO,67,2405
2020-08-06,Peru,PER,PASCO,105,2510
2020-08-07,Peru,PER,PASCO,69,2579
2020-08-08,Peru,PER,PASCO,64,2643
2020-08-09,Peru,PER,PASCO,59,2702
2020-08-10,Peru,PER,PASCO,83,2785
2020-08-11,Peru,PER,PASCO,87,2872
2020-08-12,Peru,PER,PASCO,55,2927
2020-08-13,Peru,PER,PASCO,54,2981
2020-08-14,Peru,PER,PASCO,69,3050
2020-08-15,Peru,PER,PASCO,40,3090
2020-08-16,Peru,PER,PASCO,35,3125
2020-08-17,Peru,PER,PASCO,59,3184
2020-08-18,Peru,PER,PASCO,46,3230
2020-08-19,Peru,PER,PASCO,57,3287
2020-08-20,Peru,PER,PASCO,79,3366
2020-08-21,Peru,PER,PASCO,59,3425
2020-08-22,Peru,PER,PASCO,23,3448
2020-08-23,Peru,PER,PASCO,4,3452
2020-08-24,Peru,PER,PASCO,44,3496
2020-08-25,Peru,PER,PASCO,96,3592
2020-08-26,Peru,PER,PASCO,7,3599
2020-03-14,Peru,PER,PIURA,2,2
2020-03-15,Peru,PER,PIURA,2,2
2020-03-16,Peru,PER,PIURA,2,2
2020-03-17,Peru,PER,PIURA,2,2
2020-03-18,Peru,PER,PIURA,2,2
2020-03-19,Peru,PER,PIURA,2,2
2020-03-20,Peru,PER,PIURA,15,17
2020-03-21,Peru,PER,PIURA,1,18
2020-03-22,Peru,PER,PIURA,1,18
2020-03-23,Peru,PER,PIURA,1,18
2020-03-24,Peru,PER,PIURA,1,18
2020-03-25,Peru,PER,PIURA,1,19
2020-03-26,Peru,PER,PIURA,1,19
2020-03-27,Peru,PER,PIURA,1,19
2020-03-28,Peru,PER,PIURA,1,20
2020-03-29,Peru,PER,PIURA,1,20
2020-03-30,Peru,PER,PIURA,1,20
2020-03-31,Peru,PER,PIURA,5,25
2020-04-01,Peru,PER,PIURA,4,29
2020-04-02,Peru,PER,PIURA,1,30
2020-04-03,Peru,PER,PIURA,2,32
2020-04-04,Peru,PER,PIURA,5,37
2020-04-05,Peru,PER,PIURA,1,38
2020-04-06,Peru,PER,PIURA,8,46
2020-04-07,Peru,PER,PIURA,11,57
2020-04-08,Peru,PER,PIURA,21,78
2020-04-09,Peru,PER,PIURA,40,118
2020-04-10,Peru,PER,PIURA,36,154
2020-04-11,Peru,PER,PIURA,49,203
2020-04-12,Peru,PER,PIURA,32,235
2020-04-13,Peru,PER,PIURA,31,266
2020-04-14,Peru,PER,PIURA,55,321
2020-04-15,Peru,PER,PIURA,77,398
2020-04-16,Peru,PER,PIURA,52,450
2020-04-17,Peru,PER,PIURA,49,499
2020-04-18,Peru,PER,PIURA,42,541
2020-04-19,Peru,PER,PIURA,12,553
2020-04-20,Peru,PER,PIURA,54,607
2020-04-21,Peru,PER,PIURA,50,657
2020-04-22,Peru,PER,PIURA,72,729
2020-04-23,Peru,PER,PIURA,102,831
2020-04-24,Peru,PER,PIURA,152,983
2020-04-25,Peru,PER,PIURA,158,1141
2020-04-26,Peru,PER,PIURA,80,1221
2020-04-27,Peru,PER,PIURA,237,1458
2020-04-28,Peru,PER,PIURA,143,1601
2020-04-29,Peru,PER,PIURA,153,1754
2020-04-30,Peru,PER,PIURA,180,1934
2020-05-01,Peru,PER,PIURA,142,2076
2020-05-02,Peru,PER,PIURA,196,2272
2020-05-03,Peru,PER,PIURA,86,2358
2020-05-04,Peru,PER,PIURA,223,2581
2020-05-05,Peru,PER,PIURA,247,2828
2020-05-06,Peru,PER,PIURA,213,3041
2020-05-07,Peru,PER,PIURA,156,3197
2020-05-08,Peru,PER,PIURA,145,3342
2020-05-09,Peru,PER,PIURA,91,3433
2020-05-10,Peru,PER,PIURA,38,3471
2020-05-11,Peru,PER,PIURA,164,3635
2020-05-12,Peru,PER,PIURA,135,3770
2020-05-13,Peru,PER,PIURA,115,3885
2020-05-14,Peru,PER,PIURA,135,4020
2020-05-15,Peru,PER,PIURA,102,4122
2020-05-16,Peru,PER,PIURA,58,4180
2020-05-17,Peru,PER,PIURA,50,4230
2020-05-18,Peru,PER,PIURA,203,4433
2020-05-19,Peru,PER,PIURA,340,4773
2020-05-20,Peru,PER,PIURA,467,5240
2020-05-21,Peru,PER,PIURA,433,5673
2020-05-22,Peru,PER,PIURA,480,6153
2020-05-23,Peru,PER,PIURA,539,6692
2020-05-24,Peru,PER,PIURA,199,6891
2020-05-25,Peru,PER,PIURA,482,7373
2020-05-26,Peru,PER,PIURA,417,7790
2020-05-27,Peru,PER,PIURA,457,8247
2020-05-28,Peru,PER,PIURA,367,8614
2020-05-29,Peru,PER,PIURA,292,8906
2020-05-30,Peru,PER,PIURA,216,9122
2020-05-31,Peru,PER,PIURA,25,9147
2020-06-01,Peru,PER,PIURA,503,9650
2020-06-02,Peru,PER,PIURA,342,9992
2020-06-03,Peru,PER,PIURA,276,10268
2020-06-04,Peru,PER,PIURA,494,10762
2020-06-05,Peru,PER,PIURA,469,11231
2020-06-06,Peru,PER,PIURA,445,11676
2020-06-07,Peru,PER,PIURA,74,11750
2020-06-08,Peru,PER,PIURA,340,12090
2020-06-09,Peru,PER,PIURA,470,12560
2020-06-10,Peru,PER,PIURA,421,12981
2020-06-11,Peru,PER,PIURA,509,13490
2020-06-12,Peru,PER,PIURA,440,13930
2020-06-13,Peru,PER,PIURA,219,14149
2020-06-14,Peru,PER,PIURA,116,14265
2020-06-15,Peru,PER,PIURA,348,14613
2020-06-16,Peru,PER,PIURA,185,14798
2020-06-17,Peru,PER,PIURA,222,15020
2020-06-18,Peru,PER,PIURA,220,15240
2020-06-19,Peru,PER,PIURA,264,15504
2020-06-20,Peru,PER,PIURA,200,15704
2020-06-21,Peru,PER,PIURA,41,15745
2020-06-22,Peru,PER,PIURA,234,15979
2020-06-23,Peru,PER,PIURA,192,16171
2020-06-24,Peru,PER,PIURA,177,16348
2020-06-25,Peru,PER,PIURA,203,16551
2020-06-26,Peru,PER,PIURA,234,16785
2020-06-27,Peru,PER,PIURA,146,16931
2020-06-28,Peru,PER,PIURA,37,16968
2020-06-29,Peru,PER,PIURA,128,17096
2020-06-30,Peru,PER,PIURA,220,17316
2020-07-01,Peru,PER,PIURA,234,17550
2020-07-02,Peru,PER,PIURA,177,17727
2020-07-03,Peru,PER,PIURA,146,17873
2020-07-04,Peru,PER,PIURA,143,18016
2020-07-05,Peru,PER,PIURA,53,18069
2020-07-06,Peru,PER,PIURA,94,18163
2020-07-07,Peru,PER,PIURA,154,18317
2020-07-08,Peru,PER,PIURA,106,18423
2020-07-09,Peru,PER,PIURA,59,18482
2020-07-10,Peru,PER,PIURA,269,18751
2020-07-11,Peru,PER,PIURA,240,18991
2020-07-12,Peru,PER,PIURA,51,19042
2020-07-13,Peru,PER,PIURA,70,19112
2020-07-14,Peru,PER,PIURA,83,19195
2020-07-15,Peru,PER,PIURA,136,19331
2020-07-16,Peru,PER,PIURA,84,19415
2020-07-17,Peru,PER,PIURA,132,19547
2020-07-18,Peru,PER,PIURA,183,19730
2020-07-19,Peru,PER,PIURA,102,19832
2020-07-20,Peru,PER,PIURA,115,19947
2020-07-21,Peru,PER,PIURA,182,20129
2020-07-22,Peru,PER,PIURA,164,20293
2020-07-23,Peru,PER,PIURA,160,20453
2020-07-24,Peru,PER,PIURA,136,20589
2020-07-25,Peru,PER,PIURA,256,20845
2020-07-26,Peru,PER,PIURA,43,20888
2020-07-27,Peru,PER,PIURA,211,21099
2020-07-28,Peru,PER,PIURA,67,21166
2020-07-29,Peru,PER,PIURA,155,21321
2020-07-30,Peru,PER,PIURA,177,21498
2020-07-31,Peru,PER,PIURA,148,21646
2020-08-01,Peru,PER,PIURA,133,21779
2020-08-02,Peru,PER,PIURA,60,21839
2020-08-03,Peru,PER,PIURA,204,22043
2020-08-04,Peru,PER,PIURA,160,22203
2020-08-05,Peru,PER,PIURA,166,22369
2020-08-06,Peru,PER,PIURA,218,22587
2020-08-07,Peru,PER,PIURA,251,22838
2020-08-08,Peru,PER,PIURA,172,23010
2020-08-09,Peru,PER,PIURA,62,23072
2020-08-10,Peru,PER,PIURA,294,23366
2020-08-11,Peru,PER,PIURA,267,23633
2020-08-12,Peru,PER,PIURA,240,23873
2020-08-13,Peru,PER,PIURA,277,24150
2020-08-14,Peru,PER,PIURA,262,24412
2020-08-15,Peru,PER,PIURA,276,24688
2020-08-16,Peru,PER,PIURA,65,24753
2020-08-17,Peru,PER,PIURA,321,25074
2020-08-18,Peru,PER,PIURA,324,25398
2020-08-19,Peru,PER,PIURA,259,25657
2020-08-20,Peru,PER,PIURA,329,25986
2020-08-21,Peru,PER,PIURA,270,26256
2020-08-22,Peru,PER,PIURA,212,26468
2020-08-23,Peru,PER,PIURA,12,26480
2020-08-24,Peru,PER,PIURA,415,26895
2020-08-25,Peru,PER,PIURA,492,27387
2020-08-26,Peru,PER,PIURA,103,27490
2020-03-30,Peru,PER,PUNO,1,1
2020-03-31,Peru,PER,PUNO,1,1
2020-04-01,Peru,PER,PUNO,1,1
2020-04-02,Peru,PER,PUNO,1,1
2020-04-03,Peru,PER,PUNO,1,1
2020-04-04,Peru,PER,PUNO,1,1
2020-04-05,Peru,PER,PUNO,1,1
2020-04-06,Peru,PER,PUNO,1,2
2020-04-07,Peru,PER,PUNO,1,2
2020-04-08,Peru,PER,PUNO,1,2
2020-04-09,Peru,PER,PUNO,1,3
2020-04-10,Peru,PER,PUNO,1,3
2020-04-11,Peru,PER,PUNO,1,4
2020-04-12,Peru,PER,PUNO,1,4
2020-04-13,Peru,PER,PUNO,1,5
2020-04-14,Peru,PER,PUNO,1,5
2020-04-15,Peru,PER,PUNO,4,9
2020-04-16,Peru,PER,PUNO,2,11
2020-04-17,Peru,PER,PUNO,4,15
2020-04-18,Peru,PER,PUNO,9,24
2020-04-19,Peru,PER,PUNO,9,24
2020-04-20,Peru,PER,PUNO,10,34
2020-04-21,Peru,PER,PUNO,16,50
2020-04-22,Peru,PER,PUNO,8,58
2020-04-23,Peru,PER,PUNO,8,66
2020-04-24,Peru,PER,PUNO,17,83
2020-04-25,Peru,PER,PUNO,20,103
2020-04-26,Peru,PER,PUNO,14,117
2020-04-27,Peru,PER,PUNO,28,145
2020-04-28,Peru,PER,PUNO,22,167
2020-04-29,Peru,PER,PUNO,20,187
2020-04-30,Peru,PER,PUNO,29,216
2020-05-01,Peru,PER,PUNO,10,226
2020-05-02,Peru,PER,PUNO,14,240
2020-05-03,Peru,PER,PUNO,11,251
2020-05-04,Peru,PER,PUNO,13,264
2020-05-05,Peru,PER,PUNO,20,284
2020-05-06,Peru,PER,PUNO,6,290
2020-05-07,Peru,PER,PUNO,3,293
2020-05-08,Peru,PER,PUNO,1,294
2020-05-09,Peru,PER,PUNO,8,302
2020-05-10,Peru,PER,PUNO,1,303
2020-05-11,Peru,PER,PUNO,4,307
2020-05-12,Peru,PER,PUNO,6,313
2020-05-13,Peru,PER,PUNO,3,316
2020-05-14,Peru,PER,PUNO,2,318
2020-05-15,Peru,PER,PUNO,9,327
2020-05-16,Peru,PER,PUNO,3,330
2020-05-17,Peru,PER,PUNO,3,330
2020-05-18,Peru,PER,PUNO,7,337
2020-05-19,Peru,PER,PUNO,7,344
2020-05-20,Peru,PER,PUNO,9,353
2020-05-21,Peru,PER,PUNO,40,393
2020-05-22,Peru,PER,PUNO,25,418
2020-05-23,Peru,PER,PUNO,10,428
2020-05-24,Peru,PER,PUNO,2,430
2020-05-25,Peru,PER,PUNO,35,465
2020-05-26,Peru,PER,PUNO,3,468
2020-05-27,Peru,PER,PUNO,22,490
2020-05-28,Peru,PER,PUNO,16,506
2020-05-29,Peru,PER,PUNO,42,548
2020-05-30,Peru,PER,PUNO,17,565
2020-05-31,Peru,PER,PUNO,1,566
2020-06-01,Peru,PER,PUNO,7,573
2020-06-02,Peru,PER,PUNO,15,588
2020-06-03,Peru,PER,PUNO,19,607
2020-06-04,Peru,PER,PUNO,27,634
2020-06-05,Peru,PER,PUNO,7,641
2020-06-06,Peru,PER,PUNO,7,648
2020-06-07,Peru,PER,PUNO,2,650
2020-06-08,Peru,PER,PUNO,18,668
2020-06-09,Peru,PER,PUNO,23,691
2020-06-10,Peru,PER,PUNO,31,722
2020-06-11,Peru,PER,PUNO,9,731
2020-06-12,Peru,PER,PUNO,13,744
2020-06-13,Peru,PER,PUNO,15,759
2020-06-14,Peru,PER,PUNO,9,768
2020-06-15,Peru,PER,PUNO,11,779
2020-06-16,Peru,PER,PUNO,8,787
2020-06-17,Peru,PER,PUNO,11,798
2020-06-18,Peru,PER,PUNO,8,806
2020-06-19,Peru,PER,PUNO,15,821
2020-06-20,Peru,PER,PUNO,11,832
2020-06-21,Peru,PER,PUNO,12,844
2020-06-22,Peru,PER,PUNO,23,867
2020-06-23,Peru,PER,PUNO,19,886
2020-06-24,Peru,PER,PUNO,15,901
2020-06-25,Peru,PER,PUNO,4,905
2020-06-26,Peru,PER,PUNO,23,928
2020-06-27,Peru,PER,PUNO,17,945
2020-06-28,Peru,PER,PUNO,3,948
2020-06-29,Peru,PER,PUNO,24,972
2020-06-30,Peru,PER,PUNO,20,992
2020-07-01,Peru,PER,PUNO,19,1011
2020-07-02,Peru,PER,PUNO,20,1031
2020-07-03,Peru,PER,PUNO,18,1049
2020-07-04,Peru,PER,PUNO,20,1069
2020-07-05,Peru,PER,PUNO,15,1084
2020-07-06,Peru,PER,PUNO,23,1107
2020-07-07,Peru,PER,PUNO,20,1127
2020-07-08,Peru,PER,PUNO,6,1133
2020-07-09,Peru,PER,PUNO,3,1136
2020-07-10,Peru,PER,PUNO,21,1157
2020-07-11,Peru,PER,PUNO,12,1169
2020-07-12,Peru,PER,PUNO,15,1184
2020-07-13,Peru,PER,PUNO,7,1191
2020-07-14,Peru,PER,PUNO,9,1200
2020-07-15,Peru,PER,PUNO,18,1218
2020-07-16,Peru,PER,PUNO,74,1292
2020-07-17,Peru,PER,PUNO,13,1305
2020-07-18,Peru,PER,PUNO,40,1345
2020-07-19,Peru,PER,PUNO,73,1418
2020-07-20,Peru,PER,PUNO,41,1459
2020-07-21,Peru,PER,PUNO,38,1497
2020-07-22,Peru,PER,PUNO,72,1569
2020-07-23,Peru,PER,PUNO,88,1657
2020-07-24,Peru,PER,PUNO,117,1774
2020-07-25,Peru,PER,PUNO,113,1887
2020-07-26,Peru,PER,PUNO,60,1947
2020-07-27,Peru,PER,PUNO,125,2072
2020-07-28,Peru,PER,PUNO,53,2125
2020-07-29,Peru,PER,PUNO,190,2315
2020-07-30,Peru,PER,PUNO,115,2430
2020-07-31,Peru,PER,PUNO,109,2539
2020-08-01,Peru,PER,PUNO,85,2624
2020-08-02,Peru,PER,PUNO,77,2701
2020-08-03,Peru,PER,PUNO,136,2837
2020-08-04,Peru,PER,PUNO,201,3038
2020-08-05,Peru,PER,PUNO,147,3185
2020-08-06,Peru,PER,PUNO,254,3439
2020-08-07,Peru,PER,PUNO,209,3648
2020-08-08,Peru,PER,PUNO,135,3783
2020-08-09,Peru,PER,PUNO,94,3877
2020-08-10,Peru,PER,PUNO,182,4059
2020-08-11,Peru,PER,PUNO,216,4275
2020-08-12,Peru,PER,PUNO,198,4473
2020-08-13,Peru,PER,PUNO,208,4681
2020-08-14,Peru,PER,PUNO,437,5118
2020-08-15,Peru,PER,PUNO,847,5965
2020-08-16,Peru,PER,PUNO,228,6193
2020-08-17,Peru,PER,PUNO,263,6456
2020-08-18,Peru,PER,PUNO,224,6680
2020-08-19,Peru,PER,PUNO,185,6865
2020-08-20,Peru,PER,PUNO,220,7085
2020-08-21,Peru,PER,PUNO,154,7239
2020-08-22,Peru,PER,PUNO,135,7374
2020-08-23,Peru,PER,PUNO,24,7398
2020-08-24,Peru,PER,PUNO,172,7570
